Word frequencies in bible.txt
word     frequency
machir     22
visit     38
coffin     1
already     31
new     148
wisely     14
falleth     28
join     14
fight     104
taskmasters     6
pithom     1
raamses     1
afflicted     53
rigour     5
bondage     39
midwives     7
shiphrah     1
puah     3
stools     1
lively     5
ere     9
longer     16
bulrushes     2
daubed     7
flags     3
rivers     79
maidens     18
along     29
babe     6
compassion     40
childs     4
nursed     2
moses     841
spied     2
smiting     4
smitest     2
intendest     1
killedst     2
helped     24
zipporah     3
gershom     14
sighed     3
groaning     9
jethro     10
backside     3
desert     42
horeb     17
flame     33
bush     11
burned     86
aside     70
shoes     22
holy     609
sorrows     22
flowing     12
hivites     16
oppression     23
oppress     23
memorial     32
beseech     65
stretch     49
wonders     55
borrow     6
neighbour     107
sojourneth     15
believe     142
rod     86
tail     10
furthermore     14
leprous     5
snow     23
plucked     23
sign     73
latter     42
pour     60
takest     9
eloquent     3
heretofore     8
slow     15
maketh     126
dumb     29
deaf     15
blind     82
teach     107
aaron     319
levite     28
glad     89
spokesman     1
harden     12
refuse     26
sharp     25
bloody     16
circumcision     36
pestilence     47
works     237
tale     5
bricks     4
diminish     8
idle     11
vain     110
diminished     5
stubble     18
daily     62
tasks     1
beaten     40
demanded     7
task     2
making     30
yesterday     8
dealest     2
fault     19
case     8
minish     1
abhorred     16
drive     56
jehovah     4
redeem     56
arm     66
judgments     127
bringeth     79
heritage     30
lips     118
pallu     4
libni     5
shimi     1
amram     14
izhar     8
uzziel     16
mahali     1
mushi     8
jochebed     2
nepheg     4
zichri     12
mishael     8
elzaphan     2
zithri     1
elisheba     1
amminadab     13
naashon     1
nadab     20
abihu     12
eleazar     74
ithamar     21
assir     5
elkanah     21
abiasaph     1
korhites     4
aarons     31
putiel     1
phinehas     25
levites     265
armies     41
miracle     10
sorcerers     6
enchantments     8
serpents     15
swallowed     26
hardened     32
refuseth     9
hitherto     19
lothe     4
streams     12
ponds     3
pools     5
stank     4
smitten     58
frogs     14
bedchamber     4
ovens     1
kneadingtroughs     2
villages     75
fields     58
heaps     18
respite     2
lice     6
finger     26
swarms     5
flies     10
sever     4
division     6
swarm     3
letting     1
murrain     1
israelites     16
sprinkle     30
boil     15
blains     2
sprinkled     23
boils     2
raised     85
declared     41
exaltest     1
hail     38
foundation     54
regarded     9
thunder     19
mingled     55
brake     60
sinned     117
thunderings     6
flax     11
barley     33
ear     119
bolled     1
rie     2
thunders     7
humble     25
locusts     16
coast     61
cover     72
residue     34
groweth     14
snare     46
locust     12
coasts     49
darkened     19
herbs     17
thick     38
dwellings     17
hoof     12
plague     98
thrust     49
midnight     14
sitteth     42
maidservant     16
mill     2
dog     14
move     11
difference     12
congregation     364
eating     26
count     26
blemish     62
strike     11
posts     42
upper     22
post     11
roast     5
raw     7
sodden     6
legs     19
purtenance     1
girded     33
passover     73
execute     32
ordinance     30
leaven     23
eateth     56
leavened     14
convocation     16
observe     53
bunch     1
hyssop     12
dip     10
bason     5
lintel     4
suffer     96
destroyer     7
promised     47
urgent     2
dough     8
borrowed     2
lent     7
mixed     9
baked     4
victual     5
sojourning     3
hosts     297
bringing     23
foreigner     2
homeborn     2
sanctify     70
openeth     21
abib     6
quarters     9
apart     24
matrix     5
firstling     14
frontlets     3
although     16
repent     46
harnessed     1
encamped     33
etham     4
encamp     11
pihahiroth     4
migdol     4
baalzephon     3
entangled     3
honoured     9
serving     7
chosen     121
captains     107
encamping     1
marched     1
graves     21
criest     5
camp     127
wheels     33
drave     11
heavily     3
fighteth     3
sang     11
song     47
sing     119
triumphed     2
gloriously     3
thrown     19
prepare     81
habitation     58
exalt     26
drowned     5
depths     17
sank     2
bottom     20
glorious     45
dashed     5
enemy     107
greatness     32
overthrown     16
sentest     4
blast     7
floods     19
congealed     1
lust     19
satisfied     43
blow     39
holiness     43
fearful     11
praises     29
stretchedst     1
guided     5
palestina     3
amazed     21
trembling     26
melt     17
sanctuary     137
miriam     15
prophetess     7
timbrel     5
timbrels     5
dances     6
marah     5
murmured     19
statute     35
diligently     37
diseases     13
healeth     4
elim     6
palm     37
sinai     37
fifteenth     17
pots     14
hunger     24
rate     4
prove     25
heareth     51
murmurings     9
murmur     9
quails     4
hoar     4
manna     19
wist     13
omer     5
less     27
mete     6
notwithstanding     34
bred     1
worms     8
hot     31
melted     13
omers     1
sabbath     130
seethe     8
worm     14
coriander     2
taste     22
wafers     5
commandeth     13
pot     16
testimony     75
rephidim     5
chide     4
thirsted     2
thirst     31
almost     11
smotest     1
rock     119
massah     4
meribah     6
chiding     1
tempted     25
fought     59
joshua     215
choose     59
hill     73
hur     16
heavy     40
steady     1
discomfited     9
write     91
rehearse     2
utterly     100
remembrance     51
jehovahnissi     1
alien     5
rejoiced     43
goodness     51
proudly     9
sittest     7
wear     12
counsel     141
godward     3
causes     7
ordinances     25
hating     3
covetousness     19
hundreds     23
fifties     6
easier     8
burden     66
camped     1
eagles     11
wings     76
peculiar     7
bounds     8
stoned     22
trumpet     61
soundeth     1
lightnings     14
nether     15
descended     19
ascended     19
quaked     2
sounded     18
louder     2
gaze     1
chargedst     1
graven     53
jealous     19
visiting     4
shewing     15
guiltless     10
taketh     74
manservant     12
gates     143
hallowed     20
commit     75
adultery     40
false     63
covet     8
neighbours     49
ox     64
noise     84
record     30
hewn     16
tool     4
polluted     39
steps     38
discovered     22
free     59
plainly     11
judges     51
bore     3
aul     2
please     39
betrothed     9
duty     8
marriage     19
smiteth     13
wait     105
presumptuously     6
guile     11
stealeth     3
selleth     7
fist     2
keepeth     46
quit     6
pay     38
punished     17
continue     38
determine     1
eye     115
tooth     11
wound     25
stripe     2
manservants     2
tooths     1
gore     1
owner     13
wont     9
push     9
horn     36
testified     22
sum     20
ransom     13
gored     2
dig     13
used     20
thief     28
restitution     6
theft     2
catch     14
stacks     1
standing     55
therewith     35
lost     33
challengeth     1
parties     1
condemn     24
entice     8
endow     1
virgins     23
witch     2
sacrificeth     6
vex     15
fatherless     43
wax     24
lend     16
usurer     1
usury     24
skin     77
revile     2
delay     3
liquors     1
likewise     107
dam     5
eighth     37
dogs     24
unrighteous     9
decline     5
wrest     5
enemys     3
astray     22
hateth     31
forbear     22
innocent     35
justify     11
blindeth     1
perverteth     5
oliveyard     1
refreshed     10
circumspect     1
firstfruits     31
labours     13
sown     32
ingathering     2
items     1
provoke     37
pardon     13
transgressions     48
adversary     22
adversaries     36
sickness     19
backs     8
hornets     1
wrote     59
pillars     86
sacrificed     28
basons     17
read     64
obedient     16
paved     2
sapphire     9
body     173
clearness     1
nobles     30
tables     56
written     250
minister     100
matters     23
devouring     6
willingly     25
blue     50
purple     48
hair     64
dyed     7
badgers     14
shittim     32
anointing     28
incense     118
ephod     52
breastplate     28
pattern     13
tabernacle     328
overlay     13
pure     97
rings     44
corners     39
staves     49
sides     47
borne     31
seat     58
ends     51
cherub     30
table     72
thereto     20
dishes     3
spoons     11
covers     3
bowls     22
withal     32
shewbread     18
alway     22
candlestick     39
shaft     4
knops     9
flowers     17
knop     10
flower     20
branch     37
candlesticks     13
proceed     15
lamps     37
tongs     6
snuffdishes     3
talent     12
curtains     31
twined     21
curtain     26
measure     66
coupled     12
loops     13
selvedge     2
coupling     10
uttermost     26
taches     10
couple     10
forefront     9
outmost     4
coupleth     2
remnant     87
boards     41
board     17
tenons     6
sockets     54
bars     38
middle     17
bar     7
rear     4
overlaid     34
hooks     18
hanging     18
needlework     9
broad     36
foursquare     10
pans     4
shovels     8
fleshhooks     5
firepans     3
grate     6
network     7
net     39
brasen     24
compass     37
court     121
hangings     17
fillets     8
filleted     3
pins     11
behalf     13
beauty     49
hearted     8
wisdom     234
consecrate     14
robe     26
broidered     8
mitre     13
girdle     37
shoulderpieces     4
edges     4
curious     10
birth     14
engraver     3
engravings     5
engrave     2
ouches     8
chains     37
wreathen     8
fasten     5
span     8
settings     1
rows     16
row     17
sardius     4
topaz     5
carbuncle     3
emerald     5
diamond     4
ligure     2
agate     3
amethyst     3
beryl     8
jasper     7
inclosings     2
inward     25
